date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:41:04	1724/1724	---M--	200	added ('OK')	image/png	etag:%226bc-650e933f-fbc7e097d2a68d10;;;%22	https://html.xpressbuddy.com/coindox/assets/img/brand/brand_11.png	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/img/brand/brand_11.png	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:05	1683/1683	---M--	200	added ('OK')	image/png	etag:%22693-650e933f-cd0f0c34433874aa;;;%22	https://html.xpressbuddy.com/coindox/assets/img/brand/brand_12.png	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/img/brand/brand_12.png	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:05	9426/9426	---M--	200	added ('OK')	image/jpeg	etag:%2224d2-650e933f-fd9ab07636ea1cd1;;;%22	https://html.xpressbuddy.com/coindox/assets/img/bg/footer_bg2.jpg	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/img/bg/footer_bg2.jpg	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:05	2033/2033	---M-Z	200	added ('OK')	image/svg+xml	etag:%227f1-650e933f-af750c9e06825055;gz%22	https://html.xpressbuddy.com/coindox/assets/img/icon/discord.svg	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/img/icon/discord.svg	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:06	89480/89480	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d88-650e933f-2f968c76af472ee;gz%22	https://html.xpressbuddy.com/coindox/assets/js/jquery-3.5.1.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/jquery-3.5.1.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:06	80426/80426	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213a2a-650e933f-d1f57ebc8544595a;gz%22	https://html.xpressbuddy.com/coindox/assets/js/bootstrap.bundle.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/bootstrap.bundle.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:06	8420/8420	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220e4-650e933f-924cf9ff2f1f607a;gz%22	https://html.xpressbuddy.com/coindox/assets/js/wow.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/wow.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:07	2975/2975	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b9f-650e933f-456d33db0f32795b;gz%22	https://html.xpressbuddy.com/coindox/assets/js/appear.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/appear.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:10	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-650e933f-79eec390ded47b4a;gz%22	https://html.xpressbuddy.com/coindox/assets/js/jquery.magnific-popup.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/jquery.magnific-popup.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:11	4799/4799	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212bf-650e933f-9df50183508dbd64;gz%22	https://html.xpressbuddy.com/coindox/assets/js/metisMenu.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/metisMenu.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:12	9029/9029	---M-Z	200	added ('OK')	application/x-javascript	etag:%222345-650e933f-fc5e60d9cd1e9ab6;gz%22	https://html.xpressbuddy.com/coindox/assets/js/jquery.marquee.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/jquery.marquee.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:12	5270/5270	---M-Z	200	added ('OK')	application/x-javascript	etag:%221496-650e933f-185b26116dd5ceb5;gz%22	https://html.xpressbuddy.com/coindox/assets/js/parallax-scroll.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/parallax-scroll.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:13	5394/5394	---M-Z	200	added ('OK')	application/x-javascript	etag:%221512-650e933f-e75fc6f02eadf1c8;gz%22	https://html.xpressbuddy.com/coindox/assets/js/countdown.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/countdown.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:13	2532/2532	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e4-650e933f-8a6a6940e5064342;gz%22	https://html.xpressbuddy.com/coindox/assets/js/easing.min.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/easing.min.js	(from https://html.xpressbuddy.com/coindox/index.html)
17:41:13	610/610	---M-Z	200	added ('OK')	application/x-javascript	etag:%22262-650e933f-325a7de61ed09425;gz%22	https://html.xpressbuddy.com/coindox/assets/js/scrollspy.js	C:/Users/os/Downloads/Eskills%20web/html.xpressbuddy.com/coindox/assets/js/scrollspy.js	(from https://html.xpressbuddy.com/coindox/index.html)
